category,scientific_name,common_names,conservation_status,is_protected
Nonvascular Plant,Mnium thomsonii,Thomson's Calcareous Moss,No Intervention,False
Nonvascular Plant,Plagiomnium carolinianum,Carolina Plagiomnium Moss,Species of Concern,True
Nonvascular Plant,Plagiomnium ciliare,Plagiomnium Moss,No Intervention,False
Nonvascular Plant,Plagiomnium cuspidatum,Toothed Plagiomnium Moss,No Intervention,False
Nonvascular Plant,Plagiomnium rostratum,Plagiomnium Moss,No Intervention,False
Nonvascular Plant,Rhizomnium appalachianum,Appalachian Rhizomnium Moss,No Intervention,False
Nonvascular Plant,Rhizomnium magnifolium,Grandleaf Rhizomnium Moss,No Intervention,False
Nonvascular Plant,Rhizomnium punctatum,Rhizomnium Moss,No Intervention,False
Nonvascular Plant,Buxbaumia aphylla,Bug-On-A-Stick,No Intervention,False
Nonvascular Plant,Diphyscium cumberlandianum,Cumberland Diphyscium Moss,No Intervention,False
Nonvascular Plant,Diphyscium foliosum,Diphyscium Moss,No Intervention,False
Nonvascular Plant,Trematodon longicollis,Trematodon Moss,No Intervention,False
Nonvascular Plant,Arctoa fulvella,Arctoa Moss,No Intervention,False
Nonvascular Plant,Brothera leana,Brothera Moss,No Intervention,False
Nonvascular Plant,Campylopus atrovirens,Campylopus Moss,No Intervention,False
Nonvascular Plant,Campylopus pilifer,Campylopus Moss,No Intervention,False
Nonvascular Plant,Campylopus tallulensis,Tallul Campylopus Moss,No Intervention,False
Nonvascular Plant,Dichodontium pellucidum,A Moss,No Intervention,False
Nonvascular Plant,Dicranella heteromalla,Dicranella Moss,No Intervention,False
Nonvascular Plant,Dicranella rufescens,Dicranella Moss,No Intervention,False
Nonvascular Plant,Dicranella varia,Dicranella Moss,No Intervention,False
Nonvascular Plant,Dicranodontium asperulum,Dicranodontium Moss,No Intervention,False
Nonvascular Plant,Dicranodontium denudatum,Denuded Dicranodontium Moss,No Intervention,False
Nonvascular Plant,Dicranum condensatum,Condensed Dicranum Moss,No Intervention,False
Nonvascular Plant,Dicranum flagellare,Dicranum Moss,No Intervention,False
Nonvascular Plant,Dicranum fulvum,Dicranum Moss,No Intervention,False
Nonvascular Plant,Dicranum fuscescens,Dicranum Moss,No Intervention,False
Nonvascular Plant,Dicranum montanum,Montane Dicranum Moss,No Intervention,False
Nonvascular Plant,Dicranum polysetum,Dicranum Moss,No Intervention,False
Nonvascular Plant,Dicranum scoparium,Dicranum Moss,No Intervention,False
Nonvascular Plant,Dicranum spurium,Dicranum Moss,No Intervention,False
Nonvascular Plant,Dicranum undulatum,Bog Broom-Moss,No Intervention,False
Nonvascular Plant,Dicranum viride,Dicranum Moss,No Intervention,False
Nonvascular Plant,Oncophorus raui,Oncophorus Moss,No Intervention,False
Nonvascular Plant,Oncophorus wahlenbergii,Wahlenberg's Oncophorus Moss,No Intervention,False
Nonvascular Plant,Paraleucobryum longifolium,Longleaf Paraleucobryum Moss,No Intervention,False
Nonvascular Plant,Rhabdoweisia crispata,Rhabdoweisia Moss,No Intervention,False
Nonvascular Plant,Ceratodon purpureus,Ceratodon Moss,No Intervention,False
Nonvascular Plant,Ditrichum lineare,Ditrichum Moss,No Intervention,False
Nonvascular Plant,Ditrichum pallidum,Pale Ditrichum Moss,No Intervention,False
Nonvascular Plant,Ditrichum pusillum,Ditrichum Moss,No Intervention,False
Nonvascular Plant,Ditrichum rhynchostegium,Ditrichum Moss,No Intervention,False
Nonvascular Plant,Pleuridium subulatum,Pleuridium Moss,No Intervention,False
Nonvascular Plant,Fissidens bryoides,Bryoid Fissidens Moss,No Intervention,False
Nonvascular Plant,Fissidens bushii,Bush's Fissidens Moss,No Intervention,False
Nonvascular Plant,Fissidens exilis,Fissidens Moss,No Intervention,False
Nonvascular Plant,Fissidens hyalinus,Fissidens Moss,No Intervention,False
Nonvascular Plant,Fissidens osmundioides,Osmund Fissidens Moss,No Intervention,False
Nonvascular Plant,Fissidens subbasilaris,Fissidens Moss,No Intervention,False
Nonvascular Plant,Fissidens taxifolius,Fissidens Moss,No Intervention,False
Nonvascular Plant,Leucobryum albidum,Leucobryum Moss,No Intervention,False
Nonvascular Plant,Leucobryum glaucum,Leucobryum Moss,No Intervention,False
Nonvascular Plant,Aphanorrhegma serratum,Serrate Aphanorrhegma Moss,No Intervention,False
Nonvascular Plant,Funaria calvescens,Funaria Moss,No Intervention,False
Nonvascular Plant,Funaria flavicans,Funaria Moss,No Intervention,False
Nonvascular Plant,Funaria hygrometrica,Funaria Moss,No Intervention,False
Nonvascular Plant,Physcomitrium pyriforme,Physcomitrium Moss,No Intervention,False
Nonvascular Plant,Coscinodon cribrosus,Coscinodon Moss,No Intervention,False
Nonvascular Plant,Grimmia donniana,Donn's Dry Rock Moss,No Intervention,False
Nonvascular Plant,Grimmia laevigata,Grimmia Dry Rock Moss,No Intervention,False
Nonvascular Plant,Grimmia olneyi,Olney's Dry Rock Moss,No Intervention,False
Nonvascular Plant,Grimmia pilifera,Grimmia Dry Rock Moss,No Intervention,False
Nonvascular Plant,Racomitrium aciculare,Racomitrium Moss,No Intervention,False
Nonvascular Plant,Racomitrium heterostichum,Racomitrium Moss,No Intervention,False
Nonvascular Plant,Racomitrium microcarpon,Racomitrium Moss,No Intervention,False
Nonvascular Plant,Schistidium agassizii,Agassiz's Schistidium Moss,No Intervention,False
Nonvascular Plant,Schistidium apocarpum,Schistidium Moss,No Intervention,False
Nonvascular Plant,Schistidium rivulare,Streamside Schistidium Moss,No Intervention,False
Nonvascular Plant,Campylostelium saxicola,Campylostelium Moss,No Intervention,False
Nonvascular Plant,Ptychomitrium incurvum,Ptychomitrium Moss,No Intervention,False
Nonvascular Plant,Blindia acuta,Acute Blindia Moss,No Intervention,False
Nonvascular Plant,Brachydontium trichodes,Peak Moss,No Intervention,False
Nonvascular Plant,Seligeria recurvata,Recurved Small Limestone Moss,No Intervention,False
Nonvascular Plant,Hedwigia ciliata,Ciliate Hedwigia Moss,No Intervention,False
Nonvascular Plant,Hookeria acutifolia,Sharpleaf Hookeria Moss,No Intervention,False
Nonvascular Plant,Amblystegium serpens,Amblystegium Moss,No Intervention,False
Nonvascular Plant,Amblystegium varium,Amblystegium Moss,No Intervention,False
Nonvascular Plant,Campylium chrysophyllum,Goldenleaf Campylium Moss,No Intervention,False
Nonvascular Plant,Campylium hispidulum,Hispid Campylium Moss,No Intervention,False
Nonvascular Plant,Campylium polygamum,Campylium Moss,No Intervention,False
Nonvascular Plant,Campylium radicale,Campylium Moss,No Intervention,False
Nonvascular Plant,Cratoneuron filicinum,Cratoneuron Moss,No Intervention,False
Nonvascular Plant,Hygroamblystegium tenax,Hygroamblystegium Moss,No Intervention,False
Nonvascular Plant,Hygrohypnum closteri,Closter's Brook-Hypnum,No Intervention,False
Nonvascular Plant,Hygrohypnum eugyrium,Hygrohypnum Moss,No Intervention,False
Nonvascular Plant,Hygrohypnum micans,Hygrohypnum Moss,No Intervention,False
Nonvascular Plant,Hygrohypnum molle,Hygrohypnum Moss,No Intervention,False
Nonvascular Plant,Hygrohypnum ochraceum,Hygrohypnum Moss,No Intervention,False
Nonvascular Plant,Hygrohypnum subeugyrium,Hygrohypnum Moss,No Intervention,False
Nonvascular Plant,Leptodictyum riparium,Streamside Leptodictyum Moss,No Intervention,False
Nonvascular Plant,Platylomella lescurii,Lescur's Platylomella Moss,No Intervention,False
Nonvascular Plant,Anomodon attenuatus,Anomodon Moss,No Intervention,False
Nonvascular Plant,Anomodon minor,Anomodon Moss,No Intervention,False
Nonvascular Plant,Anomodon rostratus,Anomodon Moss,No Intervention,False
Nonvascular Plant,Anomodon rugelii,Rugel's Anomodon Moss,No Intervention,False
Nonvascular Plant,Anomodon viticulosus,Anomodon Moss,No Intervention,False
Nonvascular Plant,Haplohymenium triste,Haplohymenium Moss,No Intervention,False
Nonvascular Plant,Herpetineuron toccoae,Herpetineuron Moss,No Intervention,False
Nonvascular Plant,Brachythecium acuminatum,Acuminate Brachythecium Moss,No Intervention,False
Nonvascular Plant,Brachythecium digastrum,Brachythecium Moss,No Intervention,False
Nonvascular Plant,Brachythecium oedipodium,Brachythecium Moss,No Intervention,False
Nonvascular Plant,Brachythecium oxycladon,Brachythecium Moss,No Intervention,False
Nonvascular Plant,Brachythecium plumosum,Brachythecium Moss,No Intervention,False
Nonvascular Plant,Brachythecium rivulare,Brachythecium Moss,No Intervention,False
Nonvascular Plant,Brachythecium rutabulum,Brachythecium Moss,No Intervention,False
Nonvascular Plant,Brachythecium salebrosum,Brachythecium Moss,No Intervention,False
Nonvascular Plant,Bryhnia graminicolor,Bryhnia Moss,No Intervention,False
Nonvascular Plant,Bryhnia novae-angliae,New England Bryhnia Moss,No Intervention,False
Nonvascular Plant,Bryoandersonia illecebra,Bryoandersonia Moss,No Intervention,False
Nonvascular Plant,Cirriphyllum piliferum,A Moss,No Intervention,False
Nonvascular Plant,Eurhynchium hians,Eurhynchium Moss,No Intervention,False
Nonvascular Plant,Eurhynchium pulchellum,Eurhynchium Moss,No Intervention,False
Nonvascular Plant,Homalotheciella subcapillata,Homalotheciella Moss,No Intervention,False
Nonvascular Plant,Isothecium myosuroides,Isothecium Moss,No Intervention,False
Nonvascular Plant,Platyhypnidium riparoides,Platyhypnidium Moss,No Intervention,False
Nonvascular Plant,Steerecleus serrulatus,Steerecleus Moss,No Intervention,False
Nonvascular Plant,Climacium americanum,American Climacium Moss,No Intervention,False
Nonvascular Plant,Climacium kindbergii,Kindberg's Climacium Moss,No Intervention,False
Nonvascular Plant,Cryphaea glomerata,Cryphaea Moss,No Intervention,False
Nonvascular Plant,Cryphaea nervosa,Cryphaea Moss,No Intervention,False
Nonvascular Plant,Entodon brevisetus,Entodon Moss,No Intervention,False
Nonvascular Plant,Entodon cladorrhizans,Entodon Moss,No Intervention,False
Nonvascular Plant,Entodon concinnus,Entodon Moss,No Intervention,False
Nonvascular Plant,Entodon macropodus,Entodon Moss,No Intervention,False
Nonvascular Plant,Entodon seductrix,Seductive Entodon Moss,No Intervention,False
Nonvascular Plant,Entodon sullivantii,Sullivant's Entodon Moss,No Intervention,False
Nonvascular Plant,Anacamptodon splachnoides,Anacamptodon Moss,No Intervention,False
Nonvascular Plant,Clasmatodon parvulus,Clasmatodon Moss,No Intervention,False
Nonvascular Plant,Fabronia ciliaris,Fabronia Moss,No Intervention,False
Nonvascular Plant,Fabronia ciliaris var. polycarpa,Fabronia Moss,No Intervention,False
Nonvascular Plant,Fontinalis dalecarlica,Fontinalis Moss,No Intervention,False
Nonvascular Plant,Fontinalis flaccida,Flaccid Fontinalis Moss,No Intervention,False
Nonvascular Plant,Fontinalis novae-angliae,New England Fontinalis Moss,No Intervention,False
Nonvascular Plant,Fontinalis novae-angliae var. novae-angliae,New England Fontinalis Moss,No Intervention,False
Nonvascular Plant,Fontinalis sullivantii,Sullivant's Fontinalis Moss,No Intervention,False
Nonvascular Plant,Hylocomiastrum umbratum,Hylocomiastrum Moss,No Intervention,False
Nonvascular Plant,Hylocomium splendens,Splendid Feather Moss,No Intervention,False
Nonvascular Plant,Leptohymenium sharpii,Sharp's Leptohymenium Moss,Species of Concern,True
Nonvascular Plant,Loeskeobryum brevirostre,Loeskeobryum Moss,No Intervention,False
Nonvascular Plant,Pleurozium schreberi,Schreber's Big Red Stem Moss,No Intervention,False
Nonvascular Plant,Pterigynandrum sharpii,Mount Leconte Moss,No Intervention,False
Nonvascular Plant,Rhytidiadelphus squarrosus,Square Goose Neck Moss,No Intervention,False
Nonvascular Plant,Rhytidiadelphus triquetrus,Rough Goose Neck Moss,No Intervention,False
Nonvascular Plant,Callicladium haldanianum,Callicladium Moss,No Intervention,False
Nonvascular Plant,Ctenidium malacodes,Ctenidium Moss,No Intervention,False
Nonvascular Plant,Ctenidium molluscum,Mollusc Ctenidium Moss,No Intervention,False
Nonvascular Plant,Herzogiella striatella,Herzogiella Moss,No Intervention,False
Nonvascular Plant,Homomallium adnatum,Homomallium Moss,No Intervention,False
Nonvascular Plant,Hypnum cupressiforme,Hypnum Moss,No Intervention,False
Nonvascular Plant,Hypnum cupressiforme var. filiforme,Filiform Hypnum Moss,No Intervention,False
Nonvascular Plant,Hypnum curvifolium,Curveleaf Hypnum Moss,No Intervention,False
Nonvascular Plant,Hypnum fertile,Hypnum Moss,No Intervention,False
Nonvascular Plant,Hypnum imponens,Hypnum Moss,No Intervention,False
Nonvascular Plant,Hypnum lindbergii,Lindberg's Hypnum Moss,No Intervention,False
Nonvascular Plant,Hypnum pallescens,Hypnum Moss,No Intervention,False
Nonvascular Plant,Hypnum pratense,Hypnum Moss,No Intervention,False
Nonvascular Plant,Isopterygiopsis muelleriana,Mueller's Isopterygiopsis Moss,No Intervention,False
Nonvascular Plant,Platydictya confervoides,Platydictya Moss,No Intervention,False
Nonvascular Plant,Pseudotaxiphyllum distichaceum,Pseudotaxiphyllum Moss,No Intervention,False
Nonvascular Plant,Pseudotaxiphyllum elegans,Elegant Pseudotaxiphyllum Moss,No Intervention,False
Nonvascular Plant,Ptilium crista-castrensis,Knights Plume Moss,No Intervention,False
Nonvascular Plant,Pylaisiella intricata,Intricate Pylaisiella Moss,No Intervention,False
Nonvascular Plant,Pylaisiella polyantha,Pylaisiella Moss,No Intervention,False
Nonvascular Plant,Pylaisiella selwynii,Selwyn's Pylaisiella Moss,No Intervention,False
Nonvascular Plant,Taxiphyllum deplanatum,Taxiphyllum Moss,No Intervention,False
Nonvascular Plant,Taxiphyllum taxirameum,Taxiphyllum Moss,No Intervention,False
Nonvascular Plant,Forsstroemia trichomitria,Forsstroemia Moss,No Intervention,False
Nonvascular Plant,Bryohaplocladium microphyllum,Bryohaplocladium Moss,No Intervention,False
Nonvascular Plant,Bryohaplocladium virginianum,Virginia Bryohaplocladium Moss,No Intervention,False
Nonvascular Plant,Leskea gracilescens,Leskea Moss,No Intervention,False
Nonvascular Plant,Leskea obscura,Leskea Moss,No Intervention,False
Nonvascular Plant,Leskeella nervosa,Leskeella,No Intervention,False
Nonvascular Plant,Leucodon brachypus,Leucodon Moss,No Intervention,False
Nonvascular Plant,Leucodon brachypus var. andrewsianus,Andrews' Lecodon Moss,No Intervention,False
Nonvascular Plant,Leucodon julaceus,Leucodon Moss,No Intervention,False
Nonvascular Plant,Schwetschkeopsis fabronia,Schwetschkeopsis Moss,No Intervention,False
Nonvascular Plant,Homalia trichomanoides,Homalia Moss,No Intervention,False
Nonvascular Plant,Neckera complanata,Neckera Moss,No Intervention,False
Nonvascular Plant,Neckera pennata,Neckera Moss,No Intervention,False
Nonvascular Plant,Thamnobryum alleghaniense,Allegany Thamnobryum Moss,No Intervention,False
Nonvascular Plant,Plagiothecium cavifolium,Plagiothecium Moss,No Intervention,False
Nonvascular Plant,Plagiothecium denticulatum,Toothed Plagiothecium Moss,No Intervention,False
Nonvascular Plant,Plagiothecium laetum,Plagiothecium Moss,No Intervention,False
Nonvascular Plant,Heterocladium macounii,Macoun's Heterocladium Moss,No Intervention,False
Nonvascular Plant,Myurella sibirica,Siberian Myurella Moss,No Intervention,False
Nonvascular Plant,Pterigynandrum filiforme,Pterigynandrum Moss,No Intervention,False
Nonvascular Plant,Isopterygium tenerum,Isopterygium Moss,No Intervention,False
Nonvascular Plant,Platygyrium repens,Platygyrium Moss,No Intervention,False
Nonvascular Plant,Pylaisiadelpha tenuirostris,Pylaisiadelpha Moss,No Intervention,False
Nonvascular Plant,Brotherella recurvans,Recurved Brotherella Moss,No Intervention,False
Nonvascular Plant,Heterophyllium affine,Heterophyllium Moss,No Intervention,False
Nonvascular Plant,Sematophyllum adnatum,Sematophyllum Moss,No Intervention,False
Nonvascular Plant,Sematophyllum demissum,Sematophyllum Moss,No Intervention,False
Nonvascular Plant,Sematophyllum marylandicum,Maryland Sematophyllum Moss,No Intervention,False
Nonvascular Plant,Thelia hirtella,Thelia Moss,No Intervention,False
Nonvascular Plant,Abietinella abietina,Abietinella Moss,No Intervention,False
Nonvascular Plant,Cyrto-hypnum minutulum,Cyrto-Hypnum Moss,No Intervention,False
Nonvascular Plant,Cyrto-hypnum pygmaeum,Pygmy Cyrto-Hypnum Moss,No Intervention,False
Nonvascular Plant,Rauiella scita,Rauiella Moss,No Intervention,False
Nonvascular Plant,Thuidium allenii,Allen's Thuidium Moss,No Intervention,False
Nonvascular Plant,Thuidium delicatulum,Delicate Thuidium Moss,No Intervention,False
Nonvascular Plant,Thuidium recognitum,Thuidium Moss,No Intervention,False
Nonvascular Plant,Acrobolbus ciliatus,Acrobolbus,No Intervention,False
Nonvascular Plant,Calypogeja muelleriana,Mªller's Calypogeja,No Intervention,False
Nonvascular Plant,Calypogeja muelleriana ssp. blomquistii,Blomquist's Calypogeja,No Intervention,False
Nonvascular Plant,Calypogeja neesiana,Nees' Calypogeja,No Intervention,False
Nonvascular Plant,Calypogeja peruviana,Peruvian Calypogeja,No Intervention,False
Nonvascular Plant,Calypogeja sphagnicola,Sphagnum Calypogeja,No Intervention,False
Nonvascular Plant,Calypogeja sullivantii,Sullivant's Calypogeja,No Intervention,False
Nonvascular Plant,Cephalozia bicuspidata,Twotoothed Cephalozia,No Intervention,False
Nonvascular Plant,Cephalozia bicuspidata ssp. ambigua,Twotoothed Cephalozia,No Intervention,False
Nonvascular Plant,Cephalozia bicuspidata ssp. lammersiana,Lammers' Cephalozia,No Intervention,False
Nonvascular Plant,Cephalozia catenulata,Cephalozia,No Intervention,False
Nonvascular Plant,Cephalozia connivens,Cephalozia,No Intervention,False
Nonvascular Plant,Cephalozia lunulifolia,Cephalozia,No Intervention,False
Nonvascular Plant,Bazzania denudata,Bazzania,No Intervention,False
Nonvascular Plant,Bazzania nudicaulis,Bazzania,Species of Concern,True
Nonvascular Plant,Bazzania tricrenata,Bazzania,No Intervention,False
Nonvascular Plant,Bazzania trilobata,Threelobed Bazzania,No Intervention,False
Nonvascular Plant,Lophocolea appalachiana,Appalachian Lophocolea,Species of Concern,True
Nonvascular Plant,Lophocolea muricata,Liverwort,No Intervention,False
Nonvascular Plant,Blepharostoma trichophyllum,Blepharostoma,No Intervention,False
Nonvascular Plant,Anastrophyllum helleranum,Heller's Anastrophyllum,No Intervention,False
Nonvascular Plant,Anastrophyllum michauxii,Michaux's Anastrophyllum,No Intervention,False
Nonvascular Plant,Anastrophyllum minutum,Anastrophyllum,No Intervention,False
Nonvascular Plant,Anastrophyllum saxicola,Anastrophyllum,No Intervention,False
Nonvascular Plant,Barbilophozia attenuata,Attenuate Barbilophozia,No Intervention,False
Nonvascular Plant,Aneura pinguis,Aneura,No Intervention,False
Nonvascular Plant,Apometzgeria pubescens,Apometzgeria,No Intervention,False
Nonvascular Plant,Notothylas orbicularis,Round Notothylas,No Intervention,False
Nonvascular Plant,Phaeoceros laevis,Phaeoceros,No Intervention,False
Nonvascular Plant,Phaeoceros laevis ssp. carolinianus,Carolina Phaeoceros,No Intervention,False
Nonvascular Plant,Amphidium mougeotii,Mougeot's Amphidium Moss,No Intervention,False
Nonvascular Plant,Macrocoma sullivantii,Sullivant's Macrocoma Moss,No Intervention,False
Nonvascular Plant,Orthotrichum exiguum,Orthotrichum Moss,No Intervention,False
Nonvascular Plant,Orthotrichum ohioense,Ohio Orthotrichum Moss,No Intervention,False
Nonvascular Plant,Orthotrichum stellatum,Stellate Orthotrichum Moss,No Intervention,False
Nonvascular Plant,Orthotrichum strangulatum,Strangulate Orthotrichum Moss,No Intervention,False
Nonvascular Plant,Schlotheimia rugifolia,Ruggedleaf Schlotheimia Moss,No Intervention,False
Nonvascular Plant,Ulota coarctata,Ulota Moss,No Intervention,False
Nonvascular Plant,Ulota crispa,Ulota Moss,No Intervention,False
Nonvascular Plant,Ulota hutchinsiae,Hutchins' Ulota Moss,No Intervention,False
Nonvascular Plant,Ulota hutchinsiae var. rufescens,Hutchins' Ulota Moss,No Intervention,False
Nonvascular Plant,Zygodon viridissimus,Zygodon Moss,No Intervention,False
Nonvascular Plant,Zygodon viridissimus var. rupestris,Zygodon Moss,No Intervention,False
Nonvascular Plant,Atrichum altecristatum,Atrichum Moss,No Intervention,False
Nonvascular Plant,Atrichum angustatum,Atrichum Moss,No Intervention,False
Nonvascular Plant,Atrichum crispum,Atrichum Moss,No Intervention,False
Nonvascular Plant,Atrichum oerstedianum,Oersted's Atrichum Moss,No Intervention,False
Nonvascular Plant,Atrichum undulatum,Undulate Atrichum Moss,No Intervention,False
Nonvascular Plant,Pogonatum brachyphyllum,Pogonatum Moss,No Intervention,False
Nonvascular Plant,Pogonatum pensilvanicum,Pennsylvania Pogonatum Moss,No Intervention,False
Nonvascular Plant,Polytrichum appalachianum,Appalachian Polytrichum Moss,No Intervention,False
Nonvascular Plant,Polytrichum commune,Polytrichum Moss,No Intervention,False
Nonvascular Plant,Polytrichum juniperinum,Juniper Polytrichum Moss,No Intervention,False
Nonvascular Plant,Polytrichum ohioense,Ohio Polytrichum Moss,No Intervention,False
Nonvascular Plant,Polytrichum pallidisetum,Polytrichum Moss,No Intervention,False
Nonvascular Plant,Polytrichum piliferum,Polytrichum Moss,No Intervention,False
Nonvascular Plant,Polytrichum strictum,Polytrichum Moss,No Intervention,False
Nonvascular Plant,Anoectangium aestivum,Anoectangium Moss,No Intervention,False
Nonvascular Plant,Astomum muehlenbergianum,Muehlenberg's Astomum Moss,No Intervention,False
Nonvascular Plant,Barbula convoluta,Convoluted Barbula Moss,No Intervention,False
Nonvascular Plant,Barbula unguiculata,Barbula Moss,No Intervention,False
Nonvascular Plant,Didymodon fallax,Didymodon Moss,No Intervention,False
Nonvascular Plant,Didymodon fallax var. reflexus,Didymodon Moss,No Intervention,False
Nonvascular Plant,Didymodon rigidulus,Rigid Didymodon Moss,No Intervention,False
Nonvascular Plant,Ephemerum spinulosum,Ephemerum Moss,No Intervention,False
Nonvascular Plant,Eucladium verticillatum,Eucladium Moss,No Intervention,False
Nonvascular Plant,Gymnostomum aeruginosum,Gymnostomum Moss,No Intervention,False
Nonvascular Plant,Hymenostylium recurvirostre,Hymenostylium Moss,No Intervention,False
Nonvascular Plant,Hyophila involuta,Hyophila Moss,No Intervention,False
Nonvascular Plant,Leptodontium excelsum,Grandfather Mountain Leptodontium,No Intervention,False
Nonvascular Plant,Leptodontium flexifolium,Pale-Margined Leptodontium,No Intervention,False
Nonvascular Plant,Oxystegus tenuirostris,Oxystegus Moss,No Intervention,False
Nonvascular Plant,Scopelophila ligulata,Copper Moss,No Intervention,False
Nonvascular Plant,Tortella humilis,Tortella Moss,No Intervention,False
Nonvascular Plant,Tortella tortuosa,Tortured Tortella Moss,No Intervention,False
Nonvascular Plant,Tortula ammonsiana,Ammon's Screw-Moss,Species of Concern,True
Nonvascular Plant,Tortula amphidiacea,Tortula Moss,No Intervention,False
Nonvascular Plant,Tortula fragilis,Fragmented Screw-Moss,No Intervention,False
Nonvascular Plant,Weissia controversa,Controverial Weissia Moss,No Intervention,False
Nonvascular Plant,Aulacomnium heterostichum,Aulacomnium Moss,No Intervention,False
Nonvascular Plant,Aulacomnium palustre,Aulacomnium Moss,No Intervention,False
Nonvascular Plant,Drummondia prorepens,Drummond Moss,No Intervention,False
Nonvascular Plant,Sphagnum affine,Sphagnum,No Intervention,False
Nonvascular Plant,Sphagnum capillifolium,Sphagnum,No Intervention,False
Nonvascular Plant,Sphagnum compactum,Low Sphagnum,No Intervention,False
Nonvascular Plant,Sphagnum cuspidatum,Toothed Sphagnum,No Intervention,False
Nonvascular Plant,Sphagnum girgensohnii,Girgensohn's Sphagnum,No Intervention,False
Nonvascular Plant,Sphagnum magellanicum,Magellan's Sphagnum,No Intervention,False
Nonvascular Plant,Sphagnum molle,Sphagnum,No Intervention,False
Nonvascular Plant,Sphagnum palustre,Prairie Sphagnum,No Intervention,False
Nonvascular Plant,Sphagnum pylaesii,Pylaes' Sphagnum,No Intervention,False
Nonvascular Plant,Sphagnum quinquefarium,Sphagnum,No Intervention,False
Nonvascular Plant,Sphagnum squarrosum,Sphagnum,No Intervention,False
Nonvascular Plant,Sphagnum subsecundum,Sphagnum,No Intervention,False
Nonvascular Plant,Tetraphis pellucida,Tetraphis Moss,No Intervention,False
Nonvascular Plant,Tetrodontium brownianum,Brown's Tetrodontium Moss,No Intervention,False
Mammal,Antilocapra americana,"Antelope, Pronghorn",No Intervention,False
Mammal,Bison bison,"Bison, Buffalo",No Intervention,False
Mammal,Oreamnos americanus,"Mountain Goat, Mountain Goat, Rocky Mountain Goat",No Intervention,False
Mammal,Ovis canadensis,"Bighorn Sheep, Bighorn Sheep",Species of Concern,True
Mammal,Alces alces,"Eurasian Elk, Moose",No Intervention,False
Mammal,Alces alces shirasi,Yellowstone Moose,No Intervention,False
Mammal,Odocoileus hemionus,"Mule Deer, Mule Deer",No Intervention,False
Mammal,Lynx canadensis,"Canada Lynx, Canadian Lynx, Lynx",No Intervention,False
Mammal,Spilogale gracilis,Western Spotted Skunk,No Intervention,False
Mammal,Gulo gulo,Wolverine,No Intervention,False
Mammal,Martes americana,Pine Marten,No Intervention,False
Mammal,Mustela erminea,"Ermine, Short Tailed Weasel",No Intervention,False
Mammal,Taxidea taxus,"American Badger, Badger",Species of Concern,True
Mammal,Ursus arctos horribilis,Grizzly Bear,Threatened,True
Mammal,Antrozous pallidus,"Pallid Bat, Pallid Bat",Species of Concern,True
Mammal,Corynorhinus townsendii,"Mule-Eared Bat, Pacific Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Western Big-Eared Bat, Western Long-Eared Bat, Western Lump-Nosed Bat",No Intervention,False
Mammal,Euderma maculatum,"Spotted Bat, Spotted Bat",Species of Concern,True
Mammal,Myotis californicus,"California Myotis, California Myotis, Californian Myotis",Species of Concern,True
Mammal,Myotis ciliolabrum,"Small-Footed Myotis, Western Small-Footed Bat, Western Small-Footed Myotis",No Intervention,False
Mammal,Myotis evotis,"Long-Eared Myotis, Long-Eared Myotis",Species of Concern,True
Mammal,Myotis thysanodes,"Fringed Myotis, Fringed Myotis",Species of Concern,True
Mammal,Myotis volans,"Long-Legged Myotis, Long-Legged Myotis",Species of Concern,True
Mammal,Myotis yumanensis,"Yuma Myotis, Yuma Myotis",Species of Concern,True
Mammal,Lepus townsendii,"White-Tailed Jack Rabbit, White-Tailed Jackrabbit",No Intervention,False
Mammal,Sylvilagus audubonii,Desert Cottontail,No Intervention,False
Mammal,Sylvilagus nuttallii,Mountain Cottontail,No Intervention,False
Mammal,Ochotona princeps,"American Pika, Pika",No Intervention,False
Mammal,Lemmiscus curtatus,Sagebrush Vole,No Intervention,False
Mammal,Microtus longicaudus,"Coronation Island Vole, Long-Tailed Vole",No Intervention,False
Mammal,Microtus montanus,Montane Vole,No Intervention,False
Mammal,Microtus richardsoni,Richardson Water Vole,No Intervention,False
Mammal,Neotoma cinerea,Bushy-Tailed Woodrat,No Intervention,False
Mammal,Phenacomys intermedius,"Heather Vole, Western Heather Vole",No Intervention,False
Mammal,Zapus princeps,Western Jumping Mouse,No Intervention,False
Mammal,Thomomys talpoides,Northern Pocket Gopher,No Intervention,False
Mammal,Glaucomys sabrinus,Northern Flying Squirrel,No Intervention,False
Mammal,Marmota flaviventris,Yellow-Bellied Marmot,No Intervention,False
Mammal,Neotamias amoenus,Yellow Pine Chipmunk,No Intervention,False
Mammal,Neotamias minimus,Least Chipmunk,No Intervention,False
Mammal,Neotamias umbrinus,Uinta Chipmunk,No Intervention,False
Mammal,Spermophilus armatus,Uinta Ground Squirrel,No Intervention,False
Mammal,Spermophilus lateralis,Golden-Mantled Ground Squirrel,No Intervention,False
Mammal,Tamias amoenus,Yellow-Pine Chipmunk,No Intervention,False
Mammal,Tamias minimus,Least Chipmunk,No Intervention,False
Mammal,Tamias umbrinus,Uinta Chipmunk,No Intervention,False
Mammal,Sorex monticolus,Dusky Shrew,No Intervention,False
